"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscFeature","MoSold","SaleType","SaleCondition","type","housse_age","garage_age","remod_since"
"20","RL",100,10175,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","5","Gable","HdBoard","Plywood","BrkFace","2","TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf","No",935,1425,"Gd","Y","SBrkr",1425,0,"No",1425,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Attchd","RFn","2",576,"TA","TA","Y",0,"No","No","Yes","No","None","None","7","WD","Normal","train","5","5","3"
"160","FV",24,2645,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Twnhs","2Story","8","5","Gable","MetalSd","MetalSd","BrkFace","2","Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf","No",321,970,"Ex","Y","SBrkr",983,756,"No",1739,"1","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","Fin","2",480,"TA","TA","Y",115,"No","No","No","No","None","None","8","WD","Abnorml","train","2","2","1"
"60","RL",89,11645,"No.alley.access","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",860,860,"Ex","Y","SBrkr",860,860,"No",1720,"0","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",565,"TA","TA","Y",0,"Yes","No","No","No","None","None","8","WD","Normal","train","1","1","1"
"60","RL",66,13682,"No.alley.access","IR2","HLS","CulDSac","Gtl","StoneBr","Norm","1Fam","2Story","10","5","Hip","VinylSd","VinylSd","BrkFace",">500","Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf","No",1410,1410,"Ex","Y","SBrkr",1426,1519,"No",2945,"0","0","3","1","3","1","Gd","10","Typ","1","Gd","BuiltIn","Fin","3",641,"TA","TA","Y",192,"No","Yes","No","No","None","None","10","New","Partial","train","1","1","1"
"20","RL",60,7200,"No.alley.access","Reg","Bnk","Inside","Gtl","CollgCr","Norm","1Fam","1Story","5","7","Gable","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf","No",148,780,"Ex","Y","SBrkr",780,0,"No",780,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",352,"TA","TA","Y",196,"No","No","No","No","MnPrv","None","1","WD","Normal","train","4","4","2"
"20","RL",63,13072,"No.alley.access","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","1Fam","1Story","6","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf","No",217,1158,"Ex","Y","SBrkr",1158,0,"No",1158,"1","0","1","1","3","1","Gd","5","Typ","0","No.Fireplace","Detchd","Unf","2",576,"TA","TA","Y",0,"Yes","No","No","No","None","None","5","New","Partial","train","1","1","1"
"75","RM",60,7200,"No.alley.access","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2.5Unf","5","7","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf","No",530,530,"TA","N","SBrkr",581,530,"No",1111,"0","0","1","0","3","1","Fa","6","Typ","0","No.Fireplace","Detchd","Unf","1",288,"TA","TA","N",0,"No","Yes","No","No","None","None","3","WD","Normal","train",">80",">60","1"
"120","RL",44,6442,"No.alley.access","IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story","8","5","Gable","VinylSd","VinylSd","Stone","1","Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf","No",1346,1370,"Ex","Y","SBrkr",1370,0,"No",1370,"0","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","RFn","2",484,"TA","TA","Y",120,"Yes","No","No","No","None","None","10","WD","Normal","train","1","1","1"
"70","RM",50,10300,"No.alley.access","IR1","Bnk","Inside","Gtl","OldTown","RRAn","1Fam","2Story","7","6","Gable","Stucco","Stucco","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",576,576,"Gd","Y","SBrkr",902,808,"No",1710,"0","0","2","0","3","1","TA","9","Typ","0","No.Fireplace","Detchd","Unf","2",480,"TA","TA","Y",12,"Yes","Yes","No","No","GdPrv","None","4","WD","Normal","train",">80","3",">60"
"60","RL",74.29,9375,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace",">500","TA","TA","PConc","Gd","TA","No","GLQ",739,"Unf","No",318,1057,"Ex","Y","SBrkr",1057,977,"No",2034,"1","0","2","1","3","1","Gd","8","Typ","0","No.Fireplace","Attchd","RFn","2",645,"TA","TA","Y",576,"Yes","No","No","No","GdPrv","None","2","WD","Normal","train","2","2","1"
"60","RL",76,9591,"No.alley.access","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story","8","5","Gable","VinylSd","VinylSd","BrkFace","2","Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf","No",1143,1143,"Ex","Y","SBrkr",1143,1330,"No",2473,"0","0","2","1","4","1","Gd","9","Typ","1","Gd","BuiltIn","RFn","3",852,"TA","TA","Y",192,"Yes","No","No","No","None","None","10","WD","Normal","train","1","1","1"
"20","RL",104,19900,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","PosA","1Fam","1Story","7","5","Gable","Plywood","Plywood","BrkFace","2","TA","TA","CBlock","Gd","TA","Gd","GLQ",912,"Unf","No",1035,1947,"TA","Y","SBrkr",2207,0,"No",2207,"1","0","2","0","3","1","TA","7","Min1","1","Gd","Attchd","RFn","2",576,"TA","TA","Y",301,"No","No","No","No","None","None","7","WD","Normal","train","5","5","2"
"20","RL",72,10665,"No.alley.access","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf","No",440,1453,"Ex","Y","SBrkr",1479,0,"No",1479,"1","0","2","0","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",558,"TA","TA","Y",144,"Yes","No","No","No","None","None","6","WD","Normal","train","1","1","1"
"30","RM",47,4608,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","1Story","4","6","Gable","MetalSd","MetalSd","None","None","TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf","No",747,747,"TA","Y","SBrkr",747,0,"No",747,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Attchd","Unf","1",220,"TA","TA","Y",0,"No","No","No","No","None","None","6","WD","Normal","train","6",">60",">60"
"50","RL",81,15593,"No.alley.access","Reg","Lvl","Corner","Gtl","ClearCr","Norm","1Fam","1.5Fin","7","4","Gable","BrkFace","AsbShng","None","None","Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf","No",701,1304,"TA","Y","SBrkr",1304,983,"No",2287,"0","0","2","0","3","1","TA","7","Typ","1","TA","Attchd","Fin","2",667,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","7","WD","Normal","train","5","6","3"
"20","RL",95,13651,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","7","6","Gable","Plywood","Plywood","BrkFace",">500","TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf","No",343,2223,"Ex","Y","SBrkr",2223,0,"No",2223,"1","0","2","0","3","1","TA","8","Typ","2","Gd","Attchd","Fin","2",516,"TA","TA","Y",300,"No","No","No","No","None","None","2","WD","Normal","train","4","4","2"
"20","RL",69,7599,"No.alley.access","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story","4","6","Gable","HdBoard","Plywood","None","None","TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf","No",280,845,"TA","Y","SBrkr",845,0,"No",845,"1","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","2",360,"TA","TA","Y",0,"No","No","No","No","None","None","6","WD","Normal","train","3","3","1"
"60","RL",74,10141,"No.alley.access","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",832,832,"Gd","Y","SBrkr",885,833,"No",1718,"0","0","2","1","3","1","TA","7","Typ","1","TA","Attchd","Fin","2",427,"TA","TA","Y",0,"Yes","No","No","Yes","None","None","12","WD","Normal","train","2","2","1"
"20","RL",85,10200,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","7","Gable","Wd Sdng","Wd Sdng","BrkFace","1","TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ","Yes",404,1086,"Gd","Y","SBrkr",1086,0,"No",1086,"1","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Unf","2",490,"TA","TA","Y",0,"No","No","No","No","GdWo","None","5","WD","Normal","train","5","3","1"
"50","RM",60,5790,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","3","6","Gambrel","VinylSd","VinylSd","None","None","Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf","No",840,840,"Gd","N","SBrkr",840,765,"No",1605,"0","0","2","0","3","2","TA","8","Typ","0","No.Fireplace","Detchd","Unf","1",379,"TA","TA","Y",0,"No","Yes","No","No","None","None","5","WD","Normal","train",">80",">60",">60"
"180","RM",21,1596,"No.alley.access","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Twnhs","SLvl","4","5","Gable","CemntBd","CmentBd","None","None","TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf","No",0,462,"TA","Y","SBrkr",526,462,"No",988,"1","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","BuiltIn","Unf","1",297,"TA","TA","Y",120,"Yes","No","No","No","GdWo","None","11","WD","Normal","train","4","4","2"
"20","RL",66.35,8475,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","7","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","TA","TA","No","ALQ",228,"Unf","No",724,952,"Ex","Y","FuseA",952,0,"No",952,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",283,"TA","TA","Y",0,"No","No","No","No","None","None","4","WD","Normal","train","5","6","3"
"50","RM",50,8635,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ","Yes",295,672,"TA","Y","SBrkr",1072,213,"No",1285,"1","0","1","0","2","1","TA","6","Min1","0","No.Fireplace","Detchd","Unf","1",240,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","1","WD","Normal","train","5",">60","1"
"90","RL",72,10778,"No.alley.access","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Duplex","1Story","4","5","Hip","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1768,1768,"TA","N","SBrkr",1768,0,"No",1768,"0","0","2","0","4","2","TA","8","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",0,"No","No","No","No","None","None","4","WD","Normal","train","5","No_Garage","3"
"50","RM",60,10440,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","5","6","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","PConc","TA","TA","No","Unf",0,"Unf","No",440,440,"Gd","Y","SBrkr",682,548,"No",1230,"0","0","1","1","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","2",440,"TA","TA","Y",74,"No","Yes","No","No","MnPrv","None","5","WD","Normal","train",">80","5","2"
"60","RL",100,13000,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","2Story","6","6","Gable","VinylSd","VinylSd","BrkFace",">500","TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf","No",448,896,"TA","Y","SBrkr",1182,960,"No",2142,"0","0","2","1","4","1","Gd","8","Typ","1","Gd","Attchd","Fin","1",509,"TA","TA","Y",0,"Yes","No","No","Yes","None","None","6","WD","Normal","train","5","5","3"
"120","RM",32,4500,"No.alley.access","Reg","Lvl","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story","6","5","Hip","VinylSd","VinylSd","BrkFace","2","TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf","No",36,1237,"Ex","Y","SBrkr",1337,0,"No",1337,"1","0","2","0","2","1","TA","5","Typ","0","No.Fireplace","Attchd","Fin","2",405,"TA","TA","Y",0,"Yes","No","No","No","None","None","3","WD","Normal","train","2","2","1"
"20","RL",78,10206,"No.alley.access","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5","Gable","VinylSd","VinylSd","Stone","2","TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf","No",1530,1563,"Ex","Y","SBrkr",1563,0,"No",1563,"0","0","2","0","3","1","Gd","6","Typ","1","Gd","Attchd","RFn","3",758,"TA","TA","Y",144,"Yes","No","No","No","None","None","10","WD","Normal","train","1","1","1"
"20","RL",80,8892,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Gable","MetalSd","MetalSd","BrkCmn","1","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1065,1065,"Gd","Y","SBrkr",1065,0,"No",1065,"0","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","2",461,"TA","TA","Y",74,"No","No","No","No","None","None","7","COD","Normal","train","5","4","3"
"80","RL",64.542,8530,"No.alley.access","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl","7","5","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",384,384,"Gd","Y","SBrkr",804,670,"No",1474,"0","0","2","1","3","1","TA","7","Typ","1","TA","BuiltIn","Fin","2",400,"TA","TA","Y",120,"Yes","No","No","No","None","Yes","5","WD","Normal","train","2","2","1"
"60","RL",121,16059,"No.alley.access","Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story","8","5","Hip","HdBoard","HdBoard","BrkFace","2","Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf","No",1288,1288,"Ex","Y","SBrkr",1301,1116,"No",2417,"0","0","2","1","4","1","Gd","9","Typ","1","TA","Attchd","Unf","2",462,"TA","TA","Y",127,"Yes","No","No","No","None","None","4","WD","Normal","train","2","2","1"
"60","RL",122,11911,"No.alley.access","IR2","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf","No",684,684,"Ex","Y","SBrkr",684,876,"No",1560,"0","0","2","1","3","1","Gd","6","Typ","1","Gd","BuiltIn","Fin","2",400,"TA","TA","Y",100,"Yes","No","No","No","None","None","3","WD","Normal","train","1","1","1"
"160","FV",40,3951,"Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE","2Story","6","5","Gable","VinylSd","VinylSd","Stone","1","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf","No",612,612,"Ex","Y","SBrkr",612,612,"No",1224,"0","0","2","1","2","1","Gd","4","Typ","0","No.Fireplace","Detchd","RFn","2",528,"TA","TA","Y",0,"Yes","No","No","No","None","None","6","New","Partial","train","1","1","1"
"50","C (all)",105,8470,"No.alley.access","IR1","Lvl","Corner","Gtl","IDOTRR","Feedr","1Fam","1.5Fin","3","2","Hip","Plywood","Plywood","None","None","Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf","No",1013,1013,"TA","N","SBrkr",1013,0,"Yes",1526,"0","0","1","0","2","1","Fa","6","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"No","Yes","No","No","MnPrv","None","10","ConLD","Abnorml","train",">80","No_Garage","2"
"20","RL",60,8070,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","4","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf","No",402,990,"Ex","Y","SBrkr",990,0,"No",990,"1","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",0,"No","No","No","No","None","None","8","WD","Normal","train","2","No_Garage","1"
"20","RL",60,7200,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","5","Gable","BrkFace","Wd Sdng","None","None","TA","TA","Slab","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"TA","Y","FuseA",1040,0,"No",1040,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","2",420,"TA","TA","Y",0,"Yes","No","No","No","None","None","7","WD","Normal","train","5",">60",">60"
"20","RL",85,8500,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","3","Hip","HdBoard","HdBoard","BrkCmn","1","TA","TA","CBlock","TA","TA","No","Rec",600,"Unf","No",635,1235,"TA","Y","SBrkr",1235,0,"No",1235,"0","0","1","0","2","1","TA","6","Typ","0","No.Fireplace","Attchd","Unf","2",480,"TA","TA","Y",0,"No","No","No","No","GdWo","None","12","WD","Abnorml","train","5","5","3"
"30","RL",80,13360,"Grvl","IR1","HLS","Inside","Gtl","Crawfor","Norm","1Fam","1Story","5","7","Gable","Wd Sdng","Wd Sdng","None","None","TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf","No",163,876,"Ex","Y","SBrkr",964,0,"No",964,"1","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","2",432,"TA","TA","Y",0,"No","Yes","No","No","None","None","8","WD","Normal","train",">80",">60","1"
"190","C (all)",60,7200,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","2fmCon","2.5Unf","6","6","Hip","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf","No",168,1214,"Ex","N","SBrkr",1260,1031,"No",2291,"0","1","2","0","4","2","TA","9","Typ","1","Gd","Detchd","Unf","2",506,"TA","TA","Y",0,"No","No","No","Yes","None","None","11","WD","Normal","train",">80",">60","1"
"60","RL",69,9337,"No.alley.access","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf","No",176,824,"Ex","Y","SBrkr",905,881,"No",1786,"1","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",684,"TA","TA","Y",0,"Yes","No","No","No","None","None","5","WD","Normal","train","2","2","1"
"60","RL",73.75,9765,"No.alley.access","IR2","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story","6","8","Gable","VinylSd","VinylSd","BrkFace","1","Ex","Gd","PConc","Gd","Gd","No","ALQ",310,"Unf","No",370,680,"Gd","Y","SBrkr",680,790,"No",1470,"0","0","2","1","3","1","TA","6","Typ","1","TA","BuiltIn","Fin","2",420,"TA","TA","Y",232,"Yes","No","No","No","None","Yes","4","WD","Normal","train","2","2","1"
"20","RL",78,10264,"No.alley.access","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf","No",426,1588,"Ex","Y","SBrkr",1588,0,"No",1588,"0","0","2","0","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","2",472,"TA","TA","Y",158,"Yes","No","No","No","None","None","8","WD","Normal","train","2","2","1"
"20","RL",73,10921,"No.alley.access","Reg","HLS","Inside","Gtl","Edwards","Norm","1Fam","1Story","4","5","Hip","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","TA","TA","No","Rec",520,"Unf","No",440,960,"TA","Y","FuseF",960,0,"No",960,"1","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Fin","1",432,"TA","TA","P",120,"No","No","No","No","None","None","5","WD","Normal","train","5","5","3"
"30","RL",85,10625,"No.alley.access","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story","5","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf","No",350,458,"Fa","N","SBrkr",835,0,"No",835,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Basment","Unf","1",366,"Fa","TA","Y",0,"No","Yes","No","No","None","Yes","5","COD","Abnorml","train",">80",">60",">60"
"20","RL",77,9320,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","5","Gable","Plywood","Plywood","None","None","TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf","No",381,950,"Fa","Y","SBrkr",1225,0,"No",1225,"1","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",352,"No","No","No","No","None","Yes","1","WD","Normal","train","5","No_Garage","3"
"20","RL",81,10603,"No.alley.access","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","6","7","Gable","Plywood","Plywood","BrkFace","1","TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf","No",410,1610,"Gd","Y","SBrkr",1610,0,"No",1610,"1","0","2","0","3","1","Gd","6","Typ","2","TA","Attchd","RFn","2",480,"TA","TA","Y",168,"Yes","No","No","No","None","None","2","WD","Normal","train","4","4","1"
"60","RL",77,9206,"No.alley.access","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","5","Gable","HdBoard","HdBoard","BrkFace","2","Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf","No",741,741,"TA","Y","SBrkr",977,755,"No",1732,"0","0","2","1","3","1","Gd","7","Typ","1","TA","Attchd","Fin","2",476,"TA","TA","Y",192,"Yes","No","No","No","None","None","6","WD","Normal","train","3","3","2"
"90","RL",64,7018,"No.alley.access","Reg","Bnk","Inside","Gtl","SawyerW","Norm","Duplex","1Story","5","5","Gable","HdBoard","HdBoard","None","None","TA","Fa","Slab","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"TA","Y","SBrkr",1535,0,"No",1535,"0","0","2","0","4","2","TA","8","Typ","0","No.Fireplace","Attchd","Unf","2",410,"TA","TA","Y",0,"No","No","No","No","None","None","6","WD","Alloca","train","4","4","2"
"20","RL",94,10402,"No.alley.access","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",1226,1226,"Ex","Y","SBrkr",1226,0,"No",1226,"0","0","2","0","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","3",740,"TA","TA","Y",0,"Yes","No","No","No","None","None","5","WD","Normal","train","1","1","1"
"50","RM",64.44,7758,"No.alley.access","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin","7","4","Gable","Stucco","Stucco","BrkFace",">500","TA","Fa","PConc","TA","TA","No","LwQ",224,"Unf","No",816,1040,"Ex","Y","FuseF",1226,592,"No",1818,"0","0","1","1","4","1","TA","7","Typ","2","TA","Detchd","Unf","1",240,"TA","TA","Y",0,"No","No","No","Yes","None","None","6","WD","Normal","train","6","6",">60"
"60","FV",75,9375,"No.alley.access","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","8","5","Hip","VinylSd","VinylSd","BrkFace",">500","Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf","No",1053,1053,"Ex","Y","SBrkr",1053,939,"No",1992,"0","0","2","1","3","1","Gd","9","Typ","1","Gd","Attchd","RFn","2",648,"TA","TA","Y",140,"Yes","No","No","No","None","None","8","WD","Normal","train","1","1","1"
"30","RM",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","4","7","Mansard","VinylSd","VinylSd","None","None","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf","No",641,641,"Gd","Y","SBrkr",1047,0,"No",1047,"0","0","1","0","2","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",273,"Fa","Fa","N",0,"No","No","No","No","None","Yes","8","WD","Normal","train",">80","6","1"
